type_envoi,base_calcul,zone_type,zone_valeur,tranche_min,tranche_max,prix,unite,mini_perception,valid_from,valid_to,source_filename
messagerie,metre_plancher,departement,06,11.201,11.601,1941.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,11.601,12.001,1995.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,12.001,12.401,2047.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,12.401,12.801,2047.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,12.801,13.2,2047.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,0.0,0.401,162.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,0.401,0.801,202.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,0.801,1.201,261.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,1.201,1.601,303.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,1.601,2.001,337.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,2.001,2.401,393.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,2.401,2.801,444.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,2.801,3.201,487.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,3.201,3.601,511.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,3.601,4.001,554.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,4.001,4.401,601.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,07,4.401,4.801,653.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
