transporteur,type_envoi,base_calcul,zone_type,zone_valeur,dept_label,tranche_min,tranche_max,prix,unite,mini_perception,source_filename
Compte 100346,messagerie,palette,departement,25,DOUBS,1,2,180.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,25,DOUBS,2,3,243.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,25,DOUBS,3,4,289.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,25,DOUBS,4,5,329.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,26,DROME,0,1,135.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,26,DROME,1,2,202.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,26,DROME,2,3,270.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,26,DROME,3,4,326.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,26,DROME,4,5,373.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,27,EURE,0,1,115.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,27,EURE,1,2,165.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,27,EURE,2,3,223.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,27,EURE,3,4,263.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,27,EURE,4,5,302.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,28,EURE ET LOIRE,0,1,110.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,28,EURE ET LOIRE,1,2,157.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,28,EURE ET LOIRE,2,3,210.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,28,EURE ET LOIRE,3,4,249.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,28,EURE ET LOIRE,4,5,286.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,29,FINISTERE,0,1,151.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,29,FINISTERE,1,2,217.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,29,FINISTERE,2,3,290.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,29,FINISTERE,3,4,343.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,29,FINISTERE,4,5,396.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,30,GARD,0,1,143.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,30,GARD,1,2,224.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,30,GARD,2,3,315.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,30,GARD,3,4,388.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,30,GARD,4,5,453.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,31,GARONNE (HAUTE),0,1,143.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,31,GARONNE (HAUTE),1,2,224.4,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,31,GARONNE (HAUTE),2,3,318.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,31,GARONNE (HAUTE),3,4,393.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,31,GARONNE (HAUTE),4,5,460.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,32,GERS,0,1,153.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,32,GERS,1,2,235.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,32,GERS,2,3,320.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,32,GERS,3,4,393.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,32,GERS,4,5,455.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,33,GIRONDE,0,1,132.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,33,GIRONDE,1,2,195.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,33,GIRONDE,2,3,264.65,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,33,GIRONDE,3,4,320.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,33,GIRONDE,4,5,365.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,34,HERAULT,0,1,149.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,34,HERAULT,1,2,234.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,34,HERAULT,2,3,325.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,34,HERAULT,3,4,399.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,34,HERAULT,4,5,467.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,35,ILLE ET VILAINE,0,1,115.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,35,ILLE ET VILAINE,1,2,166.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,35,ILLE ET VILAINE,2,3,229.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,35,ILLE ET VILAINE,3,4,273.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,35,ILLE ET VILAINE,4,5,310.81,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,36,INDRE,0,1,122.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,36,INDRE,1,2,179.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,36,INDRE,2,3,238.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,36,INDRE,3,4,285.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,36,INDRE,4,5,320.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,37,INDRE ET LOIRE,0,1,113.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,37,INDRE ET LOIRE,1,2,165.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,37,INDRE ET LOIRE,2,3,218.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,37,INDRE ET LOIRE,3,4,260.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,37,INDRE ET LOIRE,4,5,300.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,38,ISERE,0,1,136.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,38,ISERE,1,2,198.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,38,ISERE,2,3,266.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,38,ISERE,3,4,318.97,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,38,ISERE,4,5,367.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,39,JURA,0,1,122.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,39,JURA,1,2,179.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,39,JURA,2,3,242.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,39,JURA,3,4,288.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,39,JURA,4,5,336.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,40,LANDES,0,1,161.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,40,LANDES,1,2,248.04,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,40,LANDES,2,3,336.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,40,LANDES,3,4,411.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,40,LANDES,4,5,467.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,41,LOIR ET CHER,0,1,119.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,41,LOIR ET CHER,1,2,168.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,41,LOIR ET CHER,2,3,226.39,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,41,LOIR ET CHER,3,4,267.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,41,LOIR ET CHER,4,5,306.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,42,LOIRE,0,1,133.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,42,LOIRE,1,2,193.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,42,LOIRE,2,3,261.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,42,LOIRE,3,4,313.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,42,LOIRE,4,5,359.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,43,LOIRE (HAUTE),0,1,139.12,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,43,LOIRE (HAUTE),1,2,209.81,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,43,LOIRE (HAUTE),2,3,290.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,43,LOIRE (HAUTE),3,4,349.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,43,LOIRE (HAUTE),4,5,386.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,44,LOIRE ATLANTIQUE,0,1,118.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,44,LOIRE ATLANTIQUE,1,2,171.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,44,LOIRE ATLANTIQUE,2,3,233.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,44,LOIRE ATLANTIQUE,3,4,278.47,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,44,LOIRE ATLANTIQUE,4,5,317.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,45,LOIRET,0,1,106.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,45,LOIRET,1,2,151.88,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,45,LOIRET,2,3,202.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,45,LOIRET,3,4,237.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,45,LOIRET,4,5,270.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,46,LOT,0,1,155.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,46,LOT,1,2,238.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,46,LOT,2,3,320.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,46,LOT,3,4,389.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,46,LOT,4,5,423.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,47,LOT ET GARONNE,0,1,141.43,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,47,LOT ET GARONNE,1,2,220.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,47,LOT ET GARONNE,2,3,308.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,47,LOT ET GARONNE,3,4,380.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,47,LOT ET GARONNE,4,5,430.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,48,LOZERE,0,1,142.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,48,LOZERE,1,2,222.55,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,48,LOZERE,2,3,313.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,48,LOZERE,3,4,384.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,48,LOZERE,4,5,435.72,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,49,MAINE ET LOIRE,0,1,117.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,49,MAINE ET LOIRE,1,2,171.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,49,MAINE ET LOIRE,2,3,227.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,49,MAINE ET LOIRE,3,4,271.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,49,MAINE ET LOIRE,4,5,316.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,50,MANCHE,0,1,121.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,50,MANCHE,1,2,175.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,50,MANCHE,2,3,236.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,50,MANCHE,3,4,280.72,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,50,MANCHE,4,5,319.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,51,MARNE,0,1,111.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,51,MARNE,1,2,159.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,51,MARNE,2,3,212.89,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,51,MARNE,3,4,252.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,51,MARNE,4,5,290.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,52,MARNE (HAUTE),0,1,115.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,52,MARNE (HAUTE),1,2,169.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,52,MARNE (HAUTE),2,3,223.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,52,MARNE (HAUTE),3,4,266.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,52,MARNE (HAUTE),4,5,308.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,53,MAYENNE,0,1,120.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,53,MAYENNE,1,2,177.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,53,MAYENNE,2,3,234.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,53,MAYENNE,3,4,279.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,53,MAYENNE,4,5,322.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,54,MEURTHE ET MOSELLE,0,1,118.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,54,MEURTHE ET MOSELLE,1,2,173.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,54,MEURTHE ET MOSELLE,2,3,228.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,54,MEURTHE ET MOSELLE,3,4,271.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,54,MEURTHE ET MOSELLE,4,5,315.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,55,MEUSE,0,1,115.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,55,MEUSE,1,2,169.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,55,MEUSE,2,3,223.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,55,MEUSE,3,4,266.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,55,MEUSE,4,5,308.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,56,MORBIHAN,0,1,137.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,56,MORBIHAN,1,2,198.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,56,MORBIHAN,2,3,265.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,56,MORBIHAN,3,4,316.72,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,56,MORBIHAN,4,5,361.45,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,57,MOSELLE,0,1,121.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,57,MOSELLE,1,2,178.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,57,MOSELLE,2,3,236.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,57,MOSELLE,3,4,284.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,57,MOSELLE,4,5,331.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,58,NIEVRE,0,1,113.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,58,NIEVRE,1,2,164.62,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,58,NIEVRE,2,3,218.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,58,NIEVRE,3,4,259.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,58,NIEVRE,4,5,299.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,59,NORD,0,1,44.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,59,NORD,1,2,56.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,59,NORD,2,3,70.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,59,NORD,3,4,118.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,59,NORD,4,5,154.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,60,OISE,0,1,90.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,60,OISE,1,2,112.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,60,OISE,2,3,134.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,60,OISE,3,4,172.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,60,OISE,4,5,228.81,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,61,ORNE,0,1,111.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,61,ORNE,1,2,159.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,61,ORNE,2,3,212.89,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,61,ORNE,3,4,252.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,61,ORNE,4,5,290.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,62,PAS DE CALAIS,0,1,44.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,62,PAS DE CALAIS,1,2,56.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,62,PAS DE CALAIS,2,3,70.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,62,PAS DE CALAIS,3,4,118.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,62,PAS DE CALAIS,4,5,154.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,63,PUY DE DOME,0,1,121.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,63,PUY DE DOME,1,2,182.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,63,PUY DE DOME,2,3,238.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,63,PUY DE DOME,3,4,286.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,63,PUY DE DOME,4,5,337.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,64,PYRENEES ATLANTIQUE,0,1,161.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,64,PYRENEES ATLANTIQUE,1,2,256.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,64,PYRENEES ATLANTIQUE,2,3,347.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,64,PYRENEES ATLANTIQUE,3,4,423.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,64,PYRENEES ATLANTIQUE,4,5,490.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,65,PYRENEES (HAUTES),0,1,161.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,65,PYRENEES (HAUTES),1,2,248.04,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,65,PYRENEES (HAUTES),2,3,336.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,65,PYRENEES (HAUTES),3,4,411.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,65,PYRENEES (HAUTES),4,5,477.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,66,PYRENEES ORIENTALES,0,1,173.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,66,PYRENEES ORIENTALES,1,2,286.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,66,PYRENEES ORIENTALES,2,3,404.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,66,PYRENEES ORIENTALES,3,4,494.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,66,PYRENEES ORIENTALES,4,5,534.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,67,RHIN (BAS),0,1,129.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,67,RHIN (BAS),1,2,191.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,67,RHIN (BAS),2,3,260.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,67,RHIN (BAS),3,4,312.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,67,RHIN (BAS),4,5,351.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,68,RHIN (HAUT),0,1,124.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,68,RHIN (HAUT),1,2,183.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,68,RHIN (HAUT),2,3,244.39,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,68,RHIN (HAUT),3,4,293.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,68,RHIN (HAUT),4,5,343.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,69,RHONE,0,1,126.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,69,RHONE,1,2,185.47,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,69,RHONE,2,3,245.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,69,RHONE,3,4,295.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,69,RHONE,4,5,343.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,70,SAONE (HAUTE),0,1,125.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,70,SAONE (HAUTE),1,2,180.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,70,SAONE (HAUTE),2,3,243.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,70,SAONE (HAUTE),3,4,289.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,70,SAONE (HAUTE),4,5,327.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,71,SAONE ET LOIRE,0,1,117.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,palette,departement,71,SAONE ET LOIRE,1,2,171.58,forfait,,SIFA 010126 - P U-1.xlsx
