transporteur,type_envoi,base_calcul,zone_type,zone_valeur,dept_label,tranche_min,tranche_max,prix,unite,mini_perception,source_filename
Compte 100346,messagerie,poids,departement,36,INDRE,30,40.0,23.51,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,40,50.0,26.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,50,60.0,28.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,60,70.0,31.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,70,80.0,35.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,80,90.0,37.28,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,90,100.0,39.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,100,250.0,36.65,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,250,500.0,29.99,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,36,INDRE,500,1000.0,28.31,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,0,10.0,17.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,10,20.0,19.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,20,30.0,21.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,30,40.0,23.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,40,50.0,25.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,50,60.0,27.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,60,70.0,30.56,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,70,80.0,33.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,80,90.0,34.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,90,100.0,37.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,100,250.0,38.42,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,250,500.0,29.07,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,37,INDRE ET LOIRE,500,1000.0,27.38,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,0,10.0,22.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,10,20.0,25.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,20,30.0,29.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,30,40.0,33.58,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,40,50.0,39.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,50,60.0,43.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,60,70.0,49.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,70,80.0,53.04,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,80,90.0,58.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,90,100.0,62.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,100,250.0,58.07,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,250,500.0,50.76,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,38,ISERE,500,1000.0,45.57,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,0,10.0,18.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,10,20.0,21.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,20,30.0,25.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,30,40.0,28.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,40,50.0,31.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,50,60.0,34.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,60,70.0,36.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,70,80.0,38.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,80,90.0,41.42,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,90,100.0,43.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,100,250.0,40.62,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,250,500.0,34.2,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,39,JURA,500,1000.0,30.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,0,10.0,18.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,10,20.0,23.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,20,30.0,30.42,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,30,40.0,35.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,40,50.0,42.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,50,60.0,47.42,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,60,70.0,53.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,70,80.0,58.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,80,90.0,64.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,90,100.0,69.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,100,250.0,68.15,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,250,500.0,62.74,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,40,LANDES,500,1000.0,61.0,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,0,10.0,19.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,10,20.0,21.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,20,30.0,22.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,30,40.0,24.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,40,50.0,25.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,50,60.0,27.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,60,70.0,29.88,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,70,80.0,32.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,80,90.0,35.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,90,100.0,36.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,100,250.0,36.96,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,250,500.0,26.85,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,41,LOIR ET CHER,500,1000.0,25.26,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,0,10.0,16.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,10,20.0,21.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,20,30.0,26.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,30,40.0,30.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,40,50.0,35.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,50,60.0,39.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,60,70.0,44.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,70,80.0,48.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,80,90.0,52.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,90,100.0,56.39,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,100,250.0,54.75,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,250,500.0,49.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,42,LOIRE,500,1000.0,47.59,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),0,10.0,17.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),10,20.0,22.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),20,30.0,27.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),30,40.0,32.42,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),40,50.0,37.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),50,60.0,42.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),60,70.0,47.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),70,80.0,51.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),80,90.0,57.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),90,100.0,62.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),100,250.0,62.32,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),250,500.0,42.71,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,43,LOIRE (HAUTE),500,1000.0,30.5,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,0,10.0,17.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,10,20.0,19.36,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,20,30.0,22.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,30,40.0,24.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,40,50.0,27.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,50,60.0,30.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,60,70.0,33.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,70,80.0,37.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,80,90.0,39.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,90,100.0,43.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,100,250.0,35.54,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,250,500.0,28.88,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,44,LOIRE ATLANTIQUE,500,1000.0,27.2,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,0,10.0,18.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,10,20.0,20.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,20,30.0,22.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,30,40.0,25.62,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,40,50.0,25.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,50,60.0,28.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,60,70.0,29.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,70,80.0,31.97,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,80,90.0,32.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,90,100.0,34.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,100,250.0,35.99,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,250,500.0,22.95,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,45,LOIRET,500,1000.0,20.8,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,0,10.0,23.4,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,10,20.0,28.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,20,30.0,34.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,30,40.0,39.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,40,50.0,45.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,50,60.0,50.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,60,70.0,56.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,70,80.0,61.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,80,90.0,66.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,90,100.0,72.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,100,250.0,68.38,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,250,500.0,64.1,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,46,LOT,500,1000.0,59.34,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,0,10.0,25.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,10,20.0,29.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,20,30.0,33.44,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,30,40.0,37.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,40,50.0,42.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,50,60.0,46.42,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,60,70.0,51.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,70,80.0,57.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,80,90.0,61.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,90,100.0,67.27,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,100,250.0,65.7,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,250,500.0,64.24,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,47,LOT ET GARONNE,500,1000.0,61.64,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,0,10.0,17.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,10,20.0,22.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,20,30.0,27.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,30,40.0,30.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,40,50.0,36.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,50,60.0,40.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,60,70.0,43.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,70,80.0,48.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,80,90.0,53.15,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,90,100.0,57.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,100,250.0,52.94,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,250,500.0,45.6,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,48,LOZERE,500,1000.0,42.96,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,0,10.0,19.73,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,10,20.0,21.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,20,30.0,22.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,30,40.0,24.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,40,50.0,26.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,50,60.0,29.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,60,70.0,31.88,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,70,80.0,35.81,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,80,90.0,38.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,90,100.0,42.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,100,250.0,33.76,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,250,500.0,26.85,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,49,MAINE ET LOIRE,500,1000.0,25.26,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,0,10.0,18.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,10,20.0,20.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,20,30.0,24.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,30,40.0,26.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,40,50.0,28.92,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,50,60.0,31.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,60,70.0,33.71,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,70,80.0,37.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,80,90.0,40.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,90,100.0,44.06,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,100,250.0,32.51,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,250,500.0,29.43,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,50,MANCHE,500,1000.0,26.47,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,0,10.0,14.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,10,20.0,15.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,20,30.0,15.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,30,40.0,16.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,40,50.0,18.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,50,60.0,20.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,60,70.0,22.09,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,70,80.0,24.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,80,90.0,25.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,90,100.0,24.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,100,250.0,20.98,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,250,500.0,16.96,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,51,MARNE,500,1000.0,12.82,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),0,10.0,16.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),10,20.0,17.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),20,30.0,18.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),30,40.0,22.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),40,50.0,25.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),50,60.0,28.02,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),60,70.0,31.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),70,80.0,34.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),80,90.0,37.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),90,100.0,39.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),100,250.0,39.17,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),250,500.0,22.04,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,52,MARNE (HAUTE),500,1000.0,17.89,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,0,10.0,19.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,10,20.0,22.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,20,30.0,25.56,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,30,40.0,28.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,53,MAYENNE,40,50.0,32.2,forfait,,SIFA 010126 - P U-1.xlsx
